STATION,ELEVATION,LATITUDE,LONGITUDE,DATE,HPCP
COOP:305811,3.4,40.77944,-73.88028,20130307 08:00,0
COOP:305811,3.4,40.77944,-73.88028,20130307 09:00,0
COOP:305811,3.4,40.77944,-73.88028,20130307 10:00,0
COOP:305811,3.4,40.77944,-73.88028,20130307 11:00,0
COOP:305811,3.4,40.77944,-73.88028,20130307 12:00,0
COOP:305811,3.4,40.77944,-73.88028,20130307 13:00,0
COOP:305811,3.4,40.77944,-73.88028,20130307 14:00,0
COOP:305811,3.4,40.77944,-73.88028,20130307 15:00,0
COOP:305811,3.4,40.77944,-73.88028,20130307 16:00,0
COOP:305811,3.4,40.77944,-73.88028,20130307 17:00,1
COOP:305811,3.4,40.77944,-73.88028,20130307 18:00,2
COOP:305811,3.4,40.77944,-73.88028,20130307 19:00,0
COOP:305811,3.4,40.77944,-73.88028,20130307 20:00,1
COOP:305811,3.4,40.77944,-73.88028,20130307 21:00,2
COOP:305811,3.4,40.77944,-73.88028,20130307 22:00,3
COOP:305811,3.4,40.77944,-73.88028,20130307 23:00,1
COOP:305811,3.4,40.77944,-73.88028,20130308 00:00,2
COOP:305811,3.4,40.77944,-73.88028,20130308 01:00,1
COOP:305811,3.4,40.77944,-73.88028,20130308 02:00,0
COOP:305811,3.4,40.77944,-73.88028,20130308 03:00,1
COOP:305811,3.4,40.77944,-73.88028,20130308 04:00,0
COOP:305811,3.4,40.77944,-73.88028,20130308 05:00,2
COOP:305811,3.4,40.77944,-73.88028,20130308 06:00,3
COOP:305811,3.4,40.77944,-73.88028,20130308 07:00,2
COOP:305811,3.4,40.77944,-73.88028,20130308 08:00,2
COOP:305811,3.4,40.77944,-73.88028,20130308 09:00,4
COOP:305811,3.4,40.77944,-73.88028,20130308 10:00,4
COOP:305811,3.4,40.77944,-73.88028,20130308 11:00,2
COOP:305811,3.4,40.77944,-73.88028,20130308 12:00,1
COOP:305811,3.4,40.77944,-73.88028,20130308 13:00,2
COOP:305811,3.4,40.77944,-73.88028,20130308 14:00,1
COOP:305811,3.4,40.77944,-73.88028,20130308 15:00,0
COOP:305811,3.4,40.77944,-73.88028,20130312 04:00,0
COOP:305811,3.4,40.77944,-73.88028,20130312 05:00,2
COOP:305811,3.4,40.77944,-73.88028,20130312 06:00,2
COOP:305811,3.4,40.77944,-73.88028,20130312 07:00,4
COOP:305811,3.4,40.77944,-73.88028,20130312 08:00,2
COOP:305811,3.4,40.77944,-73.88028,20130312 09:00,4
COOP:305811,3.4,40.77944,-73.88028,20130312 10:00,5
COOP:305811,3.4,40.77944,-73.88028,20130312 11:00,9
COOP:305811,3.4,40.77944,-73.88028,20130312 12:00,7
COOP:305811,3.4,40.77944,-73.88028,20130312 13:00,9
COOP:305811,3.4,40.77944,-73.88028,20130312 14:00,10
COOP:305811,3.4,40.77944,-73.88028,20130312 15:00,13
COOP:305811,3.4,40.77944,-73.88028,20130312 16:00,11
COOP:305811,3.4,40.77944,-73.88028,20130312 17:00,0
COOP:305811,3.4,40.77944,-73.88028,20130312 18:00,1
COOP:305811,3.4,40.77944,-73.88028,20130312 19:00,0
COOP:305811,3.4,40.77944,-73.88028,20130316 13:00,0
COOP:305811,3.4,40.77944,-73.88028,20130316 14:00,3
COOP:305811,3.4,40.77944,-73.88028,20130316 15:00,3
COOP:305811,3.4,40.77944,-73.88028,20130316 16:00,1
COOP:305811,3.4,40.77944,-73.88028,20130316 17:00,0
COOP:305811,3.4,40.77944,-73.88028,20130316 18:00,0
COOP:305811,3.4,40.77944,-73.88028,20130316 19:00,1
COOP:305811,3.4,40.77944,-73.88028,20130316 20:00,0
COOP:305811,3.4,40.77944,-73.88028,20130316 21:00,0
COOP:305811,3.4,40.77944,-73.88028,20130318 16:00,0
COOP:305811,3.4,40.77944,-73.88028,20130318 17:00,3
COOP:305811,3.4,40.77944,-73.88028,20130318 18:00,5
COOP:305811,3.4,40.77944,-73.88028,20130318 19:00,7
COOP:305811,3.4,40.77944,-73.88028,20130318 20:00,11
COOP:305811,3.4,40.77944,-73.88028,20130318 21:00,10
COOP:305811,3.4,40.77944,-73.88028,20130318 22:00,8
COOP:305811,3.4,40.77944,-73.88028,20130318 23:00,7
COOP:305811,3.4,40.77944,-73.88028,20130319 00:00,5
COOP:305811,3.4,40.77944,-73.88028,20130319 01:00,4
COOP:305811,3.4,40.77944,-73.88028,20130319 02:00,7
COOP:305811,3.4,40.77944,-73.88028,20130319 03:00,3
COOP:305811,3.4,40.77944,-73.88028,20130319 04:00,1
COOP:305811,3.4,40.77944,-73.88028,20130319 05:00,1
COOP:305811,3.4,40.77944,-73.88028,20130319 09:00,0
COOP:305811,3.4,40.77944,-73.88028,20130319 10:00,0
COOP:305811,3.4,40.77944,-73.88028,20130319 11:00,11
COOP:305811,3.4,40.77944,-73.88028,20130319 12:00,5
COOP:305811,3.4,40.77944,-73.88028,20130319 19:00,0
COOP:305811,3.4,40.77944,-73.88028,20130321 00:00,0
COOP:305811,3.4,40.77944,-73.88028,20130321 12:00,0
COOP:305811,3.4,40.77944,-73.88028,20130321 13:00,0
COOP:305811,3.4,40.77944,-73.88028,20130321 14:00,0
COOP:305811,3.4,40.77944,-73.88028,20130321 15:00,0
COOP:305811,3.4,40.77944,-73.88028,20130325 10:00,0
COOP:305811,3.4,40.77944,-73.88028,20130325 11:00,0
COOP:305811,3.4,40.77944,-73.88028,20130325 12:00,0
COOP:305811,3.4,40.77944,-73.88028,20130325 13:00,0
COOP:305811,3.4,40.77944,-73.88028,20130325 14:00,1
COOP:305811,3.4,40.77944,-73.88028,20130325 15:00,1
COOP:305811,3.4,40.77944,-73.88028,20130325 16:00,3
COOP:305811,3.4,40.77944,-73.88028,20130325 17:00,3
COOP:305811,3.4,40.77944,-73.88028,20130325 18:00,2
COOP:305811,3.4,40.77944,-73.88028,20130325 19:00,3
COOP:305811,3.4,40.77944,-73.88028,20130325 20:00,2
COOP:305811,3.4,40.77944,-73.88028,20130325 21:00,1
COOP:305811,3.4,40.77944,-73.88028,20130326 14:00,0
COOP:305811,3.4,40.77944,-73.88028,20130326 15:00,0
COOP:305811,3.4,40.77944,-73.88028,20130328 16:00,0
COOP:305811,3.4,40.77944,-73.88028,20130331 14:00,0
COOP:305811,3.4,40.77944,-73.88028,20130331 15:00,0
COOP:305811,3.4,40.77944,-73.88028,20130331 16:00,0
COOP:305811,3.4,40.77944,-73.88028,20130331 17:00,0
COOP:305811,3.4,40.77944,-73.88028,20130331 18:00,0
COOP:305811,3.4,40.77944,-73.88028,20130331 19:00,1
COOP:305811,3.4,40.77944,-73.88028,20130331 20:00,6
COOP:305811,3.4,40.77944,-73.88028,20130331 21:00,6
COOP:305811,3.4,40.77944,-73.88028,20130331 22:00,1
COOP:305811,3.4,40.77944,-73.88028,20130331 23:00,0
COOP:305811,3.4,40.77944,-73.88028,20130401 00:00,0
COOP:305811,3.4,40.77944,-73.88028,20130401 01:00,0
COOP:305811,3.4,40.77944,-73.88028,20130401 16:00,0
COOP:305811,3.4,40.77944,-73.88028,20130401 17:00,1
COOP:305811,3.4,40.77944,-73.88028,20130401 18:00,0
COOP:305811,3.4,40.77944,-73.88028,20130405 08:00,0
COOP:305811,3.4,40.77944,-73.88028,20130407 09:00,0
COOP:305811,3.4,40.77944,-73.88028,20130409 03:00,1
